城市,省份,板块,维度,状态,条件说明,来源名称/链接,来源日期
漳州,福建省,贷款,家庭共享额度代际互助,支持,福建省内购房购房人父母、子女可申请提取公积金支持购房,https://www.zhangzhou.gov.cn/cms/html/dr/2026-03-30/1034755653.html,政府网站
漳州,福建省,贷款,商转公,支持,商贷已还款满1年且取得不动产权证可转公积金贷款,https://www.zhangzhou.gov.cn/cms/html/zzszfgjjglzx/2026-04-03/569405132.html,政府网站
漳州,福建省,贷款,最长贷龄30年,支持,贷款期限最长不超过30年,http://gjj.zhangzhou.gov.cn/cms/html/zzszfgjjglzx/2025-12-01/1718239532.html,政府网站
漳州,福建省,提取,购房一次性提取,支持,购买、建造、翻建、大修自住住房申请提取可在最迟取得有效证明材料之日起3年内一次性申请；购买二手房且未办贷款的须持有不动产权证满6个月。,,
漳州,福建省,提取,租房提取限额,支持,租住商品房按每人每月600元、一年提取一次；青年人（40周岁及以下）及新市民按每人每月700元；租住公租房按实际房租支出全额提取。2026年新政另已提高额度。,,
漳州,福建省,提取,多孩租房上浮,支持,按国家生育政策生育二孩或三孩的职工家庭，按缴存职工每人每月800元标准支取（养子女、继子女不纳入），高于普通职工600元标准；需提供户籍或出生医学证明。,,
漳州,福建省,提取,加装电梯提取,支持,仅限本市范围内本人、配偶及双方父母既有住宅增设电梯，缴款之日起一年内申请，可提取本人及配偶公积金，提取总额不超过实际出资金额；需提供备案表、分摊明细等。,,
漳州,福建省,提取,车位购置提取,支持,省内购买与所购房产同一小区、独立产权车位（库）3年内且取得证明满6个月，可一次性提取；每套住房限配不超过2个，不超实际支付购置总价款且最高25万元。,,
漳州,福建省,提取,大病救助提取,支持,归入家庭生活困难类提取，职工本人或配偶、子女、双方父母发生省级劳动保障部门规定的特殊病症造成家庭严重困难的可申请；具体额度以中心办事指南为准。,,
漳州,福建省,提取,既提又贷,支持,需先办理购房提取再办理公积金贷款（带押过户再交易组合贷除外）；新建商品住房可选支付首付方式，二手房合计提取不超房价60%，余款可申请贷款。,,
漳州,福建省,提取,首付直付,支持,购买新建商品住房可选“支付首付”方式，各申领人提取金额不超购房合同约定首付金额，资金转入开发企业监管账户；另设“购房首付款约定提取”线上事项。,,
漳州,福建省,提取,代际互助,支持,2026年1月1日起延续，省内购买自住住房且符合购房提取条件的，提取本人及配偶余额后仍不足的，可提取双方父母、子女余额；优化后夫妻双方的父母均可参与。,,
漳州,福建省,提取,按月冲还商贷,有条件支持,仅支持福建省内（除厦门外）七家银行（工、农、中、建、兴业、中信、农信）的纯商业性住房按揭贷款；须贷款已还款满2个月且无逾期、账户正常缴存；报销模式（当月办理、次月生效）。 2025年起漳州开展商业性个人住房贷款报账式冲还贷（逐月冲还）业务，系统在每月5、15、25日按上月已还款金额从公积金账户划转至还款银行卡；此前商贷仅能按年提取。,,
漳州,福建省,提取,物业费提取,有条件支持,仅面向符合漳州市低收入家庭标准的缴存职工，不属于面向普通缴存人的普惠性物业费提取。每年可支取一次（需间隔满12个月），用于支付其承租的保障性住房或名下一套住宅的物业服务费。需提供市、县民政部门出具的低收入家庭认定证明、保障性住房租赁证明（租赁保障性住房）或不动产权证/房屋所有权证加物业服务费支付凭证、身份证、一类银行卡、婚姻状况证明。依据为转发闽建金管函〔2014〕14号的市管理中心通知，未见新的普惠性物业费细则。 仅面向符合漳州市低收入家庭标准的缴存职工，不属于面向普通缴存人的普惠性物业费提取。每年可支取一次（需间隔满12个月），用于支付其承租的保障性住房或名下一套住宅的物业服务费。需提供市、县民政部门出具的低收入家庭认定证明、保障性住房租赁证明（租赁保障性住房）或不动产权证/房屋所有权证加物业服务费支付凭证、身份证、一类银行卡、婚姻状况证明。依据为转发闽建金管函〔2014〕14号的市管理中心通知，未见新的普惠性物业费细则。,,
漳州,福建省,提取,住房装修提取,支持,在本市购买自住住房5年内、并取得有效购房证明材料满6个月，缴存人本人及配偶可申请提取一次住房公积金用于所购住房装修。提取额度按所购住房建筑面积×1400元/㎡计算，最高不超过20万元。需提供身份证、本人一类银行卡、婚姻状况证明、不动产权证书（新建商品住房可提供购房备案合同，拆迁安置房提供拆迁补偿协议，拍卖房提供拍卖成交确认书）。当住房公积金资金使用率连续3个月超过95%时暂停办理；同一套住房3年内交易两次（含）以上的只能提取一次，后续提取需间隔满3年。,,
漳州,福建省,缴存-灵活就业,支持,,漳州市灵活就业人员参加住房公积金制度试点实施细则,http://gjj.zhangzhou.gov.cn/cms/html/zzszfgjjglzx/2025-06-03/745325861.html,2025-06
漳州,福建省,缴存-缓缴,支持,单位缴存情况变更（含申请缓缴）按规定办理,漳州市住房公积金缴存和变更业务说明,http://gjj.zhangzhou.gov.cn/cms/html/zzszfgjjglzx/2025-12-15/624014013.html,2025-12
莆田,福建省,贷款,单双职工额度差异,支持,单缴存与双缴存职工最高贷款额度不同,https://www.xianyou.gov.cn/xxgk/ztzl/taya/zxta/202608/t20260814_2229820.htm,政府网站
莆田,福建省,贷款,首套二套额度差异,支持,首套与二套执行不同利率及住房套数认定,https://www.putian.gov.cn/gzcy/zxft/ftzb/202510/t20251030_2029110.htm,政府网站
莆田,福建省,贷款,绿色建筑上浮,未检索到,未检索到公开来源,,空
莆田,福建省,贷款,二孩家庭上浮,支持,多子女（含二孩）家庭贷款额度上浮,https://www.xianyou.gov.cn/xxgk/ztzl/taya/zxta/202608/t20260814_2229820.htm,政府网站
莆田,福建省,贷款,三孩家庭上浮,支持,多子女（含三孩）家庭贷款额度上浮,https://www.xianyou.gov.cn/xxgk/ztzl/taya/zxta/202608/t20260814_2229820.htm,政府网站
莆田,福建省,贷款,人才青年上浮,支持,高层次人才贷款额度上浮（最高4倍）,https://zjj.putian.gov.cn/xxgk/jsjgw/202604/t20260428_2214105.htm,政府网站
莆田,福建省,贷款,家庭共享额度代际互助,支持,购房提取代际互助，父母子女可提取公积金支持购房,https://www.xianyou.gov.cn/xxgk/ztzl/taya/zxta/202608/t20260814_2229820.htm,政府网站
莆田,福建省,贷款,商转公,支持,开办商业贷款转公积金贷款业务,https://zjj.putian.gov.cn/xxgk/gzdt/202407/t20240709_1930980.htm,政府网站
莆田,福建省,贷款,最长贷龄30年,支持,公积金贷款期限最长30年,https://www.putian.gov.cn/gzcy/zxft/ftzb/202510/t20251030_2029110.htm,政府网站
莆田,福建省,提取,购房一次性提取,支持,购买、建造、翻建、大修自住住房可在最迟取得有效证明材料之日起3年内一次性申请；购买再交易住房须取得不动产权证书满6个月（已办住房贷款的除外）。,,
莆田,福建省,提取,租房提取限额,支持,本人及配偶本市辖区内无房租赁自住住房的，首次可提12个月额度，按每人每月700元；每人每年提取额度不超过7200元；租住公租房按实际房租支出提取。,,
莆田,福建省,提取,多孩租房上浮,支持,生育、抚养两个及以上子女的职工家庭，在本市无房租赁自住住房的，租房提取额度提高至每人每月1000元；逐月冲房租暂按700元，需提1000元须到柜台办理。,,
莆田,福建省,提取,加装电梯提取,支持,城镇老旧小区加装、改造电梯等自住住房改造可提取公积金，支持范围已扩大到职工本人及配偶的双方父母；提取金额不超过实际分摊（出资）金额。,,
莆田,福建省,提取,车位购置提取,支持,省内购买与所购住房同一小区、有独立产权的车位（库），不动产权证满6个月至3年内，本人及配偶可一次性提取，不超实际支付购置款且最高不超过10万元。,,
莆田,福建省,提取,大病救助提取,支持,职工本人或配偶、子女、双方父母发生省级劳动保障部门规定的特殊病症造成家庭生活严重困难的，可申请提取公积金，需提供诊断证明及医疗费用票据。,,
莆田,福建省,提取,既提又贷,支持,再交易住房预提取付首付的，提取总额不超合同约定的首付款，且提取总额与住房贷款金额合计不超过房屋总价，即允许提取首付与申请贷款并行。,,
莆田,福建省,提取,首付直付,支持,已出台新建商品住房提取支付首付款、再交易住房预提公积金支付首付款两项实施细则，全面推行提取公积金“直付”购房首付款，减轻自筹资金压力。,,
莆田,福建省,提取,代际互助,支持,莆房金委〔2026〕1号：自2025年1月1日起，省内购买自住住房的，购房人及配偶的父母、子女可提取支持购房，提取总额与本次住房贷款之和不超该套住房总价款。,,
莆田,福建省,提取,按月冲还商贷,有条件支持,仅限省内（除厦门）建行、工行、农行、中行、交行、兴业、中信7家银行办理的纯商贷，且须正常还满1个月、贷款不含车位（车库）等非住房用途、借款人授权查询。 莆田市住房公积金管理中心自2025年4月16日起开通'纯商业银行住房贷款逐月冲还贷'业务，实行报账制，每月按上月实际归还的贷款本息划转至约定银行卡（划款后账户余额不低于百元）；2026年4月起优化为'一月二冲'（每月15日、25日两次划款）。,,
莆田,福建省,提取,物业费提取,不支持,莆田自2021年8月16日起，依据莆房金委〔2021〕6号明确取消“提取住房公积金用于低收入家庭标准的缴存职工支付名下一套住宅物业服务费用”事项，物业费不再属提取范围。此前的低收入家庭物业费提取（2015年4月3日起执行）同步废止。2026年6月出台的莆房金委〔2026〕5号新政，提取端仅新增装修、购买车位（库）两项，未恢复或新增物业费提取。现行可提取情形不含物业费，国家新条例9月20日施行后是否出台配套细则待观察。,,
莆田,福建省,提取,住房装修提取,支持,职工在本市辖区内购买自住住房，自取得不动产权证书之日起满6个月且在5年之内，职工本人及配偶可一次性提取住房公积金用于装修。提取额度依据房屋建筑面积×装修单价1600元/㎡核算，同一套房装修提取总额最高不超过20万元。当个贷使用率（含公转商贴息）连续3个月超过95%时暂停办理。同一套住房发生产权交易变更的，后续产权人申请须与该住房上次装修提取日期间隔满12个月；建造、翻建住房以及与非直系亲属共同购买的住房不能办理装修提取。,,
莆田,福建省,缴存-灵活就业,有条件支持,需在自愿缴存当月之前于莆田市正常连续缴纳城镇职工基本养老保险费满12个月,莆田市人民政府（在线访谈：灵活就业人员缴存业务）,https://www.putian.gov.cn/gzcy/zxft/ftzb/202308/t20230821_1846142.htm,2023-08
莆田,福建省,缴存-缓缴,支持,,莆田市人民政府（应对疫情帮助市场主体纾困解难措施）,https://www.putian.gov.cn/zwgk/zcwjk/zcwd/202212/t20221202_1784941.htm,2022-12
宁德,福建省,贷款,单双职工额度差异,支持,单缴存与双缴存职工最高贷款额度不同,https://www.ningde.gov.cn/nrrh/zfgjjglzx/202510/t20251013_2351460.htm,政府网站
宁德,福建省,贷款,首套二套额度差异,支持,首套与二套执行不同利率及住房套数认定,https://www.ningde.gov.cn/nrrh/zfgjjglzx/202510/t20251013_2351460.htm,政府网站
宁德,福建省,贷款,绿色建筑上浮,未检索到,未检索到公开来源,,空
宁德,福建省,贷款,二孩家庭上浮,支持,多子女（含二孩三孩）家庭贷款额度上浮20万元,https://gjj.ningde.gov.cn/jdhy/hygq_1/202502/t20250227_2019309.htm,政府网站
宁德,福建省,贷款,三孩家庭上浮,支持,多子女（含二孩三孩）家庭贷款额度上浮20万元,https://gjj.ningde.gov.cn/jdhy/hygq_1/202502/t20250227_2019309.htm,政府网站
宁德,福建省,贷款,人才青年上浮,支持,三都澳英才卡等人才贷款额度上浮,https://gjj.ningde.gov.cn/jdhy/hygq_1/202502/t20250227_2019309.htm,政府网站
宁德,福建省,贷款,家庭共享额度代际互助,支持,购房提取代际互助，父母子女可提取公积金支持购房,https://gjj.ningde.gov.cn/jdhy/hygq_1/202502/t20250227_2019309.htm,政府网站
宁德,福建省,贷款,商转公,支持,开办商业贷款转公积金贷款业务（含异地）,https://gjj.ningde.gov.cn/jdhy/hygq_1/202502/t20250227_2019309.htm,政府网站
宁德,福建省,贷款,最长贷龄30年,支持,公积金贷款期限最长30年,https://gjj.ningde.gov.cn/gzcy/zxft/wqft/201808/t20180831_463336.htm,政府网站
宁德,福建省,提取,购房一次性提取,支持,购买、建造、翻建、大修自住住房之日起3年内可申请提取一次，提取额不超过实际支付金额；购买再交易住房须取得不动产权证满6个月（已办住房贷款的除外）。,,
宁德,福建省,提取,租房提取限额,支持,缴存地无房且租赁自住住房的，租住商品住房每人每月最高可提取1000元，每年可申请一次；租住公租房按实际租金全额提取；需连续足额缴存满3个月。,,
宁德,福建省,提取,多孩租房上浮,支持,多子女家庭每位缴存职工每月租房提取上限由1000元提高至1200元；符合政策生育二孩、三孩的家庭同样适用每人每月1200元上限（市政府生育支持文件明确）。,,
宁德,福建省,提取,加装电梯提取,支持,本人、配偶及双方父母自住住房加装电梯等改造的可提取；双方父母老旧住宅加装电梯，缴存人及其配偶亦可提取，累计金额不超过加装电梯个人出资额。,,
宁德,福建省,提取,车位购置提取,支持,省内购买与自住住房同一小区、有独立产权车库（位）的，取得备案合同或不动产权证之日起6个月后、3年内可提取一次，每套住房限1个，最高20万元。,,
宁德,福建省,提取,大病救助提取,支持,本人或配偶、子女、双方父母患特殊病症，或近一年住院治疗自付费用达5万元（含）以上的可提取，额度为近三年实际自付部分；恶性肿瘤等重症可预提本人账户余额70%。,,
宁德,福建省,提取,既提又贷,支持,实行首付预付制提取，一手房、二手房均可直接提取公积金支付首付并同时申请公积金贷款；因购买本套住房已提取的金额可计入余额参与贷款额度测算。,,
宁德,福建省,提取,首付直付,支持,一手房、二手房均推行首付“预付制”：公积金中心审核后将资金转入银行托管账户，过户完成后自动划转卖方账户，无需职工先垫付；限8家受托银行。,,
宁德,福建省,提取,代际互助,支持,2026年1月1日起，省内购买、建造、翻建、大修自住住房的，父母、子女可共同申请提取；取消“优先提取购房人及配偶余额”限制，购房与还贷提取均可办理。,,
宁德,福建省,提取,按月冲还商贷,有条件支持,仅限省内（除厦门）合作银行（现扩至8家，含建行、工行、农行、中行、兴业、中信、农商行等）办理的纯商贷，须账户状态正常、在宁德无未结清公积金贷款、已还首期且无逾期、借款人授权查询。 宁德市住房公积金管理中心自2024年5月20日在建行试点'纯商贷逐月冲还贷'，后扩容至7—8家银行。业务自审批通过次月起生效，每月20日按上月实际归还的贷款本息划转至还贷银行卡（划款后账户余额不低于一个月缴存额）。,,
宁德,福建省,提取,物业费提取,不支持,宁德自2021年9月1日起，依据宁房金管〔2021〕9号明确“物业费不再纳入提取范围，取消‘城市低收入家庭提取住房公积金支付物业服务费’业务”，原宁房金管〔2014〕10号中该提取事项已废止。2022年6月市管理中心废止部分规范性文件的说明再次确认此项已取消。2026年2月14日《关于优化住房公积金部分使用政策的通知》提取端仅新增装修、购买车库（位）两项，未恢复物业费提取。现行提取情形不含物业费。,,
宁德,福建省,提取,住房装修提取,支持,职工本人及配偶购买宁德市行政区域内自住住房的，自购房备案合同载明的房屋交付日期或取得不动产权证书之日起满6个月、5年内可申请提取一次住房公积金用于所购住房装修。提取额度按不动产权证载明的建筑面积×1500元/㎡计算，单套住房最高可提取20万元。需提供购房备案合同（附查房证明）或不动产权证书、身份证、婚姻状况证明、银行卡。同一套住房12个月内只能申请装修提取一次，后续产权人须与上次提取间隔满12个月；资金使用率连续3个月超90%时暂停办理。,,
宁德,福建省,缴存-灵活就业,支持,,宁德市住房公积金管理委员会（宁德市灵活就业人员缴存使用住房公积金管理办法）,https://gjj.ningde.gov.cn/zfxxgk/zc/qtzdgkwj/202509/t20250930_2306945.htm,2025-09
宁德,福建省,缴存-缓缴,支持,,宁德市住房公积金管理委员会（宁德市住房公积金缴存管理办法）,https://gjj.ningde.gov.cn/zfgjjwyh/202404/t20240408_1927777.htm,2024-04
三明,福建省,贷款,单双职工额度差异,支持,单缴存与双缴存职工最高贷款额度不同,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,贷款,首套二套额度差异,支持,首套与二套执行不同利率及住房套数认定,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,贷款,绿色建筑上浮,支持,购买新建二星级以上绿色建筑住房贷款额度上浮20%,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,贷款,二孩家庭上浮,支持,多子女（含二孩）家庭贷款额度上浮,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,贷款,三孩家庭上浮,支持,多子女（含三孩）家庭贷款额度上浮,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,贷款,人才青年上浮,支持,高层次人才及实用型人才首次贷款额度上浮,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,贷款,家庭共享额度代际互助,支持,购房提取代际互助，父母子女可提取公积金支持购房,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/tzgg_21864/202501/t20250124_2097725.htm,政府网站
三明,福建省,贷款,商转公,支持,开办商业贷款转公积金贷款业务,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/tzgg_21864/202403/t20240329_2013777.htm,政府网站
三明,福建省,贷款,最长贷龄30年,支持,公积金贷款期限最长30年,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,政府网站
三明,福建省,提取,购房一次性提取,支持,购买、建造、翻建、大修自住住房可在最迟取得有效证明材料之日起3年内一次性申请；提取总额不超过实际支付的总价款或当期实际费用支出。,,
三明,福建省,提取,租房提取限额,支持,2026年5月13日起，无房租住商品房的普通家庭提取标准由每位缴存人每月600元提高至1000元；每位职工一个年度合计不超过月标准×12，公租房按实际房租全额。,,
三明,福建省,提取,多孩租房上浮,支持,2026年5月13日起，生育两个及以上子女家庭提取标准由每位缴存人每月800元提高至1200元，高于普通家庭1000元标准；需连续足额缴存满3个月且在缴存地无房。,,
三明,福建省,提取,加装电梯提取,支持,本人、配偶、双方父母、子女既有住宅加装电梯，取得增设电梯工程备案表一年内或竣工验收后6个月内可提取，合计不超实际分摊金额；2026年扩至更换电梯。,,
三明,福建省,提取,车位购置提取,支持,本市购买与自有房产同一小区、有独立产权的新建（一手）车位（库）3年内、取得不动产权证满6个月，本人及配偶可提取一次，合计额度不超过实际支付购置款。,,
三明,福建省,提取,大病救助提取,支持,本人或配偶、子女、双方父母发生省级劳动保障部门规定特殊病症的，本人及其配偶可每年提取一次，总额不超过近一年实际发生医疗费用扣除医保支付部分后的余额。,,
三明,福建省,提取,既提又贷,支持,购房提取可直付首付款转售房方（预售）资金监管账户，同时可申请公积金贷款；与配偶外他人共同购买的按产权比例，合计不超实际支付总价款或首付款。,,
三明,福建省,提取,首付直付,支持,直付首付款提取的资金转入售房方（预售）资金监管账户；已用自有资金足额支付首付或全款的，可按报账形式将提取资金转入个人一类储蓄账户。,,
三明,福建省,提取,代际互助,支持,2026年1月1日起延续，省内购买自住住房且符合购房提取条件的，提取购房人及配偶余额后不足部分可提取双方父母、子女余额；以合同备案或取证时间认定购房时间。,,
三明,福建省,提取,按月冲还商贷,有条件支持,仅限省内（除厦门）工行、农行、中行、建行、兴业、农商、中信等（2026年办事指南显示扩至10家）银行办理的纯商贷，须本人无未结清公积金贷款、商贷还满1个月、授权查询、且贷款不含车位（车库）等非住房用途。 三明市自2024年7月1日起开办'商贷逐月冲还贷'业务，实行报账制，分别于每月5日、15日、25日报账，提取金额为上月实际归还的贷款本息（提取后账户余额至少保留1元）。2025年4月公告将覆盖范围拓展至7家银行。,,
三明,福建省,提取,物业费提取,不支持,三明已取消物业费类提取：2021年8月30日明住房〔2021〕3号取消“享受城镇最低生活保障职工提取住房公积金支付物业专项维修资金、物业管理费”事项，理由是超出《住房公积金管理条例》提取范围且属极低频业务（实施以来仅发生1笔）。现行《三明市住房公积金提取管理规定》（明住房规〔2025〕1号，2025年6月1日施行）第六条列举的提取情形及第十二条家庭生活困难情形中，均无物业费或物业服务费一项。2026年2月11日明住房〔2026〕1号新政仅新增装修、车位（库）、城市更新提取，未含物业费。,,
三明,福建省,提取,住房装修提取,支持,缴存人在三明市购买自住住房5年内、取得不动产权证满6个月后，本人及配偶可申请提取一次住房公积金用于所购住房装修。提取额度按房屋建筑面积×装修单价1500元/㎡计算，合计最高提取限额为20万元。该政策属落实闽建房〔2026〕1号文件的配套措施，自2026年2月11日通知印发之日起施行，具体业务办事指南由三明市住房公积金管理中心制定。同批政策还包括支持购买新建一手车位（库）提取、城市更新提取（既有住宅换电梯、老旧危旧房屋改造个人出资部分）。,,
三明,福建省,缴存-灵活就业,支持,,三明市人民政府（三明市住房公积金缴存管理规定）,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,2025-05
三明,福建省,缴存-缓缴,支持,,三明市人民政府（三明市住房公积金缴存管理规定）,https://www.sm.gov.cn/zw/ztzl/smszfgjjzt/zcfg_21865/dfxzcfg/202505/t20250530_2127916.htm,2025-05
龙岩,福建省,贷款,单双职工额度差异,支持,单缴存与双缴存职工最高贷款额度不同,https://xxgk.longyan.gov.cn/zfhcxjsj/zc/xzgfxwj/202411/t20241113_2174148.htm,政府网站
龙岩,福建省,贷款,首套二套额度差异,支持,首套与二套执行不同利率及住房套数认定,https://xxgk.longyan.gov.cn/zfhcxjsj/zc/xzgfxwj/202411/t20241113_2174148.htm,政府网站
龙岩,福建省,贷款,绿色建筑上浮,支持,购买二星级以上绿色建筑及装配式建筑贷款额度上浮5万元,https://xxgk.longyan.gov.cn/zfhcxjsj/zc/xzgfxwj/202411/t20241113_2174148.htm,政府网站
龙岩,福建省,贷款,二孩家庭上浮,支持,二孩家庭购买首套住房贷款额度上浮15万元,https://xxgk.longyan.gov.cn/zfhcxjsj/zc/xzgfxwj/202411/t20241113_2174148.htm,政府网站
龙岩,福建省,贷款,三孩家庭上浮,支持,三孩家庭购买首套住房贷款额度上浮25万元,https://xxgk.longyan.gov.cn/zfhcxjsj/zc/xzgfxwj/202411/t20241113_2174148.htm,政府网站
龙岩,福建省,贷款,人才青年上浮,未检索到,未检索到公开来源,,空
龙岩,福建省,贷款,家庭共享额度代际互助,支持,购房提取代际互助，父母子女可提取公积金支持购房,https://www.longyan.gov.cn/zt/rdzt/zfgjjzx/gjjzcfg/202602/P020260228614658108365.pdf,政府网站
龙岩,福建省,贷款,商转公,支持,开办商业贷款转公积金贷款业务,https://www.longyan.cn/jeecms/html/rdzytw/20230420/84209.html,政府网站
龙岩,福建省,贷款,最长贷龄30年,支持,公积金贷款期限最长30年,https://www.longyan.gov.cn/zt/rdzt/zfgjjzx/gjjzcfg/202204/t20220418_1889743.htm,政府网站
龙岩,福建省,提取,购房一次性提取,支持,购买、建造、翻建、大修自住住房之日起3年内可申请提取一次，提取额不超过实际支付金额；购买再交易住房应取得不动产权证满6个月后申请（已办贷款的除外）。,,
龙岩,福建省,提取,租房提取限额,支持,2026年6月15日起，无房缴存人租房提取额度普通家庭由每位缴存人每月800元提高至1000元；此前2025年10月已由700元提至800元。,,
龙岩,福建省,提取,多孩租房上浮,支持,二孩及以上多子女家庭维持每位缴存人每月1200元提取限额不变（2025年10月由二孩800元、三孩1000元统一提至1200元），高于普通家庭1000元。,,
龙岩,福建省,提取,加装电梯提取,支持,本人、配偶、双方父母、子女在本市既有住宅更换电梯可申请提取，合计不超实际分摊金额；2025年办理既有住宅增设电梯提取32笔、142.53万元。,,
龙岩,福建省,提取,车位购置提取,支持,省内购买与自住住房同一小区、有独立产权的车位（库）3年内、取得有效购置证明满6个月，可提取一次；每套住房限提1个，总额不超实际购置款，最高10万元。,,
龙岩,福建省,提取,大病救助提取,支持,本人或配偶、子女、双方父母发生省级规定的甲类特殊病症造成家庭严重困难的，可提取，金额不超过实际发生医疗费用扣除医保支付部分后的余额；需无未结清公积金贷款。,,
龙岩,福建省,提取,既提又贷,支持,2022年起购买新建商品住房职工（含共有产权人）及配偶可提取公积金支付首付款，并可就剩余房款申请住房公积金贷款，二者并行不冲突。,,
龙岩,福建省,提取,首付直付,支持,允许购买新建商品住房职工（含共有产权人）及配偶提取公积金账户余额用于支付首付款；2025年支付商品房首付款1.29亿元、二手房首付款0.38亿元。,,
龙岩,福建省,提取,代际互助,支持,延续省内购房提取代际互助：购房时间需为2025年1月1日后，提取购房人及配偶余额后不足部分可提取双方父母、子女账户余额；个贷率连续3月超95%时暂停装修、车位提取。,,
龙岩,福建省,提取,按月冲还商贷,有条件支持,仅限省内（除厦门）建行、工行、农行、中行、兴业、中信、农商行7家银行办理的纯商贷，须在本市无未结清住房公积金（组合）贷款、商贷还满2个月且无逾期、授权查询。 龙岩市住房公积金管理中心自2025年3月27日开通'委托逐月提取还商贷'业务（建行试点），2025年5月扩容至7家银行。实行报账制，每月20日按上月实际归还的贷款本息划转至还贷银行卡（账户至少保留10元），当月申请次月生效。,,
龙岩,福建省,提取,物业费提取,不支持,龙岩自2021年5月1日起执行的政策调整明确“支付物业费不能再提取公积金，不得将物业费纳入提取范围，取消‘低收入家庭物业费提取公积金’业务”。此前符合龙岩低收入家庭标准的缴存职工可每年提取一次支付其承租的保障性住房或名下一套住宅的物业服务费，该渠道已关闭。2026年2月25日龙房公委〔2026〕1号优化部分使用政策，提取端仅新增装修、购买车位（库），未恢复或新增物业费提取。现行提取情形不含物业费。,,
龙岩,福建省,提取,住房装修提取,支持,缴存人在龙岩市购买自住住房5年内、取得有效购房证明材料满6个月后，本人及配偶可申请提取一次住房公积金用于所购住房装修。提取额度按房屋建筑面积×装修单价1600元/㎡核定，同一套房提取总额最高不超过20万元。同一套住房后续产权持有人申请装修提取时，应与该住房上次装修提取日期间隔满12个月。本市公积金个贷使用率连续3个月超95%时，暂停办理装修、车位（库）提取业务。政策自2026年2月25日发布之日起执行。,,
龙岩,福建省,缴存-灵活就业,支持,,龙岩市人民政府（龙岩市灵活就业人员缴存使用住房公积金实施细则）,https://www.longyan.gov.cn/zt/rdzt/zfgjjzx/gjjzcfg/202510/t20251009_2249474.htm,2025-10
龙岩,福建省,缴存-缓缴,支持,,龙岩市住房公积金管理中心（积极应对疫情影响帮助企业纾困解难通知）,https://www.longyan.gov.cn/zt/rdzt/zfgjjzx/gjjzcfg/202206/P020220621563732157645.pdf,2022-06
乌鲁木齐,新疆维吾尔自治区,贷款,单双职工额度差异,不支持,最高贷款额度120万元、不区分单双缴存职工,https://www.wlmq.gov.cn/wlmqs/c123412/202601/55cf495941ea468ba6c8a5e82c5a3d9b.shtml,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,首套二套额度差异,支持,县域首套房执行差异化政策,https://www.wlmq.gov.cn/wlmqs/c123412/202601/55cf495941ea468ba6c8a5e82c5a3d9b.shtml,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,绿色建筑上浮,支持,二星级及以上绿色建筑贷款额度上浮30%,https://www.wlmq.gov.cn/wlmqs/c123412/202601/55cf495941ea468ba6c8a5e82c5a3d9b.shtml,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,二孩家庭上浮,支持,多子女家庭贷款额度上浮30%,https://www.wlmq.gov.cn/wlmqs/c123412/202601/55cf495941ea468ba6c8a5e82c5a3d9b.shtml,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,三孩家庭上浮,支持,多子女家庭含三孩统一上浮30%,https://www.wlmq.gov.cn/wlmqs/c123412/202601/55cf495941ea468ba6c8a5e82c5a3d9b.shtml,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,人才青年上浮,支持,人才群体享贷款额度上浮,https://xjgjj.xjjs.gov.cn/info/1218/24867.htm,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,家庭共享额度代际互助,支持,允许父母子女互提互还,https://xj.people.com.cn/n2/2026/0115/c186332-41473159.html,官媒
乌鲁木齐,新疆维吾尔自治区,贷款,商转公,支持,允许商业贷款转公积金贷款,https://xjgjj.xjjs.gov.cn/info/1179/22826.htm,政府网站
乌鲁木齐,新疆维吾尔自治区,贷款,最长贷龄30年,支持,最长贷款期限可达30年,https://xjgjj.xjjs.gov.cn/info/1222/6561.htm,政府网站
